"","cancertype","Gene","n_ESig3","n_ESig4","p_ks.test","median_ESig3","median_ESig4","p_fisher","p_ks_adj","p_fisher_adj","significant_ks","significant_fisher","direction_ks","direction_fisher","logP_direction_ks","logP_direction_fisher","color_ks","color_fisher","n_sample","Pathway","cancertype_new"
"1165","GBM","PTCH1",8,0,1,0.573626069016775,0,0.00776103562717712,1,0.0931324275261254,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-1.03089907687477,"grey","grey",145,"Wnt/B-catenin signaling","GBM"
"1166","GBM","PTPN11",9,3,0.0222179626165252,0.440969085030436,1,0.14542625043914,0.213292441118642,0.620485335206997,0,0,"""sig4""^""HI""","""sig3""^""HI""",0.671024535261456,-0.207268478329539,"grey","grey",145,"Other signaling","GBM"
"1167","GBM","SETD2",12,12,0.0995618483147803,0.95097083703942,0.973618452245193,1,0.659168099187511,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.181003818729131,0,"grey","grey",145,"Histone modification","GBM"
"1168","GBM","SMC1A",6,2,0.0995618483147803,0.68992975009321,1,0.288598226908283,0.659168099187511,0.827027754722244,0,0,"""sig4""^""HI""","""sig3""^""HI""",0.181003818729131,-0.082479915452948,"grey","grey",145,"Genome integrity","GBM"
"1169","GBM","TAF1",3,1,1,0.729927595187421,0.139357212399381,0.624823175755922,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Transcription factor","GBM"
"1170","GBM","APC",8,4,0.00965589890103458,0.411519330445192,1,0.387010854379924,0.109054858176391,0.95977374499175,0,0,"""sig4""^""HI""","""sig3""^""HI""",0.96235498270149,-0.0178311345465048,"grey","grey",145,"Wnt/B-catenin signaling","GBM"
"1171","GBM","BAP1",14,7,0.000176853977319702,0.553095713767266,1,0.188148014007936,0.00308690578594389,0.722488373790474,1,0,"""sig4""^""HI""","""sig3""^""HI""",2.5104766252212,-0.141169137137875,"black","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1172","GBM","BRAF",7,14,0.000176853977319702,0.523699521059455,0.938464059427572,0.188148014007936,0.00308690578594389,0.722488373790474,1,0,"""sig4""^""HI""","""sig4""^""HI""",2.5104766252212,0.141169137137875,"black","grey",145,"MAPK signaling","GBM"
"1173","GBM","CACNA1A",2,1,1,0.396816842402928,0.735146616319547,1,1,1,0,0,"""sig4""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1174","GBM","CARD11",1,2,1,0.641811967668139,0.957390166727516,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"NFKB signaling","GBM"
"1175","GBM","CREB3L3",2,1,1,0.684243317090134,1,1,1,1,0,0,"""sig4""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Transcription factor","GBM"
"1176","GBM","EP300",18,0,1,0.876862656029678,0,7.35814762720446e-06,1,0.000353191086105814,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-3.45199026575106,"grey","black",145,"Chromatin histone modifiers","GBM"
"1177","GBM","EPHA3",1,2,1,1,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1178","GBM","ERBB2",14,7,0.000176853977319702,0.389773164487966,1,0.188148014007936,0.00308690578594389,0.722488373790474,1,0,"""sig4""^""HI""","""sig3""^""HI""",2.5104766252212,-0.141169137137875,"black","grey",145,"RTK signaling","GBM"
"1179","GBM","ERBB4",2,1,1,0.220555260832304,1,1,1,1,0,0,"""sig4""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"RTK signaling","GBM"
"1180","GBM","ERCC2",6,0,1,0.566377545877555,0,0.0311396020642135,1,0.259947982449087,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.585113548934879,"grey","grey",145,"Genome integrity","GBM"
"1181","GBM","FGFR2",9,0,1,0.808625187149387,0,0.00387318916804827,1,0.0564309294086678,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-1.2484827969082,"grey","grey",145,"RTK signaling","GBM"
"1182","GBM","JAK1",3,0,1,0.714379176538964,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"RTK signaling","GBM"
"1183","GBM","KIT",4,8,0.00965589890103458,0.857522061132893,0.966371367153625,0.387010854379924,0.109054858176391,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.96235498270149,0.0178311345465048,"grey","grey",145,"RTK signaling","GBM"
"1184","GBM","KMT2B",2,4,0.13892028431882,0.692553229952283,1,0.687278891484845,0.784491017329807,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.10541202485771,0,"grey","grey",145,"Chromatin histone modifiers","GBM"
"1185","GBM","MGA",4,2,0.892778337250123,0.926886278144252,0.911852366215456,0.687278891484845,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Transcription factor","GBM"
"1186","GBM","NCOR1",2,4,0.13892028431882,0.486870808295661,0.929049440440175,0.687278891484845,0.784491017329807,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.10541202485771,0,"grey","grey",145,"Chromatin histone modifiers","GBM"
"1187","GBM","PIK3CB",1,2,1,0.720501522618154,0.993066154986699,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1188","GBM","POLQ",2,1,1,0.399381719123602,1,1,1,1,0,0,"""sig4""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Genome integrity","GBM"
"1189","GBM","PTPRD",3,0,1,0.686317424920509,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"Other signaling","GBM"
"1190","GBM","SETBP1",3,0,1,0.733653677536986,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,NA,"GBM"
"1191","GBM","SMARCA1",1,2,1,0.630730902384573,0.92035515806567,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Chromatin SWI/SNF complex","GBM"
"1192","GBM","SMARCA4",12,0,1,0.578889964543294,0,0.000480726226352185,1,0.00922994354596195,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-2.03480095528527,"grey","black",145,"Chromatin SWI/SNF complex","GBM"
"1193","GBM","SMARCB1",3,0,1,0.555014507914669,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"Chromatin SWI/SNF complex","GBM"
"1194","GBM","TBX3",2,4,0.13892028431882,0.795349009992942,1,0.687278891484845,0.784491017329807,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.10541202485771,0,"grey","grey",145,"Transcription factor","GBM"
"1195","GBM","AJUBA",4,0,1,0.970011451474378,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Chromatin other","GBM"
"1196","GBM","ALK",1,1,1,0.243692995354161,0.752325375579543,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1197","GBM","AMER1",2,2,0.26999967167738,0.29457778402502,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Wnt/B-catenin signaling","GBM"
"1198","GBM","AR",1,1,1,0.506282908177031,0.564386317907445,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1199","GBM","ASXL1",4,0,1,0.748038739260306,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Chromatin other","GBM"
"1200","GBM","AXIN1",4,0,1,0.829965610308501,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Wnt/B-catenin signaling","GBM"
"1201","GBM","AXIN2",2,0,1,0.312551434753418,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,NA,"GBM"
"1202","GBM","BRCA1",3,3,0.0995618483147803,0.216298761479484,1,1,0.659168099187511,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.181003818729131,0,"grey","grey",145,"Genome integrity","GBM"
"1203","GBM","CHD3",4,0,1,0.88991861952587,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Chromatin other","GBM"
"1204","GBM","CIC",0,4,1,0,1,0.124823259114434,1,0.544683312499348,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.263855930033397,"grey","grey",145,"Transcription factor","GBM"
"1205","GBM","CUL3",8,0,1,0.46632634656616,0,0.00776103562717712,1,0.0931324275261254,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-1.03089907687477,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1206","GBM","EIF1AX",3,3,0.0995618483147803,0.848747232666831,0.921675282257027,1,0.659168099187511,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.181003818729131,0,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1207","GBM","FBXW7",22,0,1,0.544127817241679,0,4.51451470718583e-07,1,2.88928941259893e-05,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-4.53920895382923,"grey","black",145,"Protein homeostasis/ubiquitination","GBM"
"1208","GBM","FGFR1",2,0,1,0.612743790518291,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,NA,"GBM"
"1209","GBM","FLNA",1,1,1,1,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1210","GBM","GNAS",6,0,1,0.692010777309822,0,0.0311396020642135,1,0.259947982449087,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.585113548934879,"grey","grey",145,"Other signaling","GBM"
"1211","GBM","H3F3A",2,0,1,0.843959593918139,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Chromatin other","GBM"
"1212","GBM","HIST1H1C",0,2,1,0,0.986601105155159,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,NA,"GBM"
"1213","GBM","IL7R",1,1,1,0.888973551250844,0.944775502979527,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1214","GBM","IRF6",2,0,1,0.621489323013493,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Immune signaling","GBM"
"1215","GBM","KDM6A",14,0,1,0.974291866206334,0,0.000119472559187374,1,0.00327696162342512,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-2.48452864462077,"grey","black",145,"Histone modification","GBM"
"1216","GBM","KRAS",17,17,1,1,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"MAPK signaling","GBM"
"1217","GBM","MAP3K1",4,4,0.0366310527071189,0.479871144437675,0.845311549402305,1,0.319689187262129,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.495272052473401,0,"grey","grey",145,"Other signaling","GBM"
"1218","GBM","MAP3K4",2,0,1,0.586343809572421,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"MAPK signaling","GBM"
"1219","GBM","MLH1",2,0,1,0.831008925543665,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,NA,"GBM"
"1220","GBM","NFE2L2",16,0,1,0.591979537913497,0,2.96636956293583e-05,1,0.00113908591216736,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-2.94344351931587,"grey","black",145,"Transcription factor","GBM"
"1221","GBM","NIPBL",4,0,1,0.620260924902453,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Chromatin other","GBM"
"1222","GBM","NSD1",3,3,1,1,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Chromatin histone modifiers","GBM"
"1223","GBM","NUP133",1,1,1,0.54715104549654,0.125064585281809,1,1,1,0,0,"""sig3""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RNA abundance","GBM"
"1224","GBM","PGR",1,1,1,0.853841534717613,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Transcription factor","GBM"
"1225","GBM","PIK3R2",0,4,1,0,1,0.124823259114434,1,0.544683312499348,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.263855930033397,"grey","grey",145,"PI3K signaling","GBM"
"1226","GBM","PLXNB2",2,0,1,0.870406805181301,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Other signaling","GBM"
"1227","GBM","POLRMT",1,1,1,0.31561846556619,0.919967640909525,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1228","GBM","PPM1D",2,0,1,0.769616120382687,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Genome integrity","GBM"
"1229","GBM","RFC1",1,1,1,0.464827059272973,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Genome integrity","GBM"
"1230","GBM","RNF111",1,1,1,0.375260658016682,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Immune signaling","GBM"
"1231","GBM","RNF43",3,3,0.0995618483147803,0.764562693614136,0.983814398706964,1,0.659168099187511,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0.181003818729131,0,"grey","grey",145,"Wnt/B-catenin signaling","GBM"
"1232","GBM","RXRA",2,0,1,0.739196298001408,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Transcription factor","GBM"
"1233","GBM","SCAF4",2,2,0.26999967167738,0.464171830238534,0.80780665895544,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RNA abundance","GBM"
"1234","GBM","TET2",1,1,1,0.477747226699535,0.960003838908847,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1235","GBM","TLR4",2,0,1,0.437943348423515,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,NA,"GBM"
"1236","GBM","TSC2",2,0,1,0.809418839617567,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"TOR signaling","GBM"
"1237","GBM","TXNIP",1,1,1,0.346865683307838,0.785956313620962,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1238","GBM","XPO1",2,0,1,0.498746518243632,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"RNA abundance","GBM"
"1239","GBM","ZCCHC12",2,0,1,0.740167963130761,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Transcription factor","GBM"
"1240","GBM","ZFP36L1",1,1,1,0.813291464678576,0.198474871821565,1,1,1,0,0,"""sig3""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RNA abundance","GBM"
"1241","GBM","ABL1",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1242","GBM","ACVR1",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"TGFB signaling","GBM"
"1243","GBM","AKT1",0,6,1,0,1,0.0311396020642135,1,0.259947982449087,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.585113548934879,"grey","grey",145,"PI3K signaling","GBM"
"1244","GBM","ALB",1,0,1,0.861979879031032,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1245","GBM","ARHGAP35",0,3,1,0,0.88733021598753,0.249823238274806,1,0.749469714824418,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.125245911782182,"grey","grey",145,"Other signaling","GBM"
"1246","GBM","ARID1A",15,0,1,0.755334368419298,0,5.95385708668991e-05,1,0.00190523426774077,0,1,"""sig3""^""HI""","""sig3""^""HI""",0,-2.72005161582469,"grey","black",145,"Chromatin SWI/SNF complex","GBM"
"1247","GBM","ARID2",6,0,1,0.637125424776027,0,0.0311396020642135,1,0.259947982449087,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.585113548934879,"grey","grey",145,"Chromatin SWI/SNF complex","GBM"
"1248","GBM","ASXL2",0,2,1,0,1,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Chromatin other","GBM"
"1249","GBM","ATF7IP",0,2,1,0,0.967530837580238,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Chromatin other","GBM"
"1250","GBM","ATM",5,0,1,1,0,0.0623527506614081,1,0.427561718821084,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.369001185710697,"grey","grey",145,"Genome integrity","GBM"
"1251","GBM","B2M",0,2,1,0,1,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Immune signaling","GBM"
"1252","GBM","CD70",0,1,1,0,0.98023925275035,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Immune signaling","GBM"
"1253","GBM","CD79B",0,1,1,0,0.949953373891856,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Immune signaling","GBM"
"1254","GBM","CDH1",3,0,1,0.204229480737018,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"Other signaling","GBM"
"1255","GBM","CDK12",2,0,1,1,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Cell cycle","GBM"
"1256","GBM","CHD4",4,0,1,0.314782921173154,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Chromatin other","GBM"
"1257","GBM","CUL1",0,2,1,0,0.972353282594247,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1258","GBM","CYLD",1,0,1,0.597654941373534,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1259","GBM","DACH1",0,1,1,0,0.930783547119951,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"TGFB signaling","GBM"
"1260","GBM","DDX3X",0,2,1,0,0.983144426504832,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"RNA abundance","GBM"
"1261","GBM","DIAPH2",0,1,1,0,0.945075335856899,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1262","GBM","DICER1",1,0,1,0.750579889735618,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"RNA abundance","GBM"
"1263","GBM","EEF1A1",0,2,1,0,0.776321638909402,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
"1264","GBM","EZH2",0,1,1,0,0.848862414300284,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1265","GBM","FAM46D",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RNA abundance","GBM"
"1266","GBM","GRIN2D",0,1,1,0,0.998865926272465,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other","GBM"
"1267","GBM","GTF2I",0,2,1,0,0.933965228320067,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Transcription factor","GBM"
"1268","GBM","HGF",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1269","GBM","HLA-B",4,0,1,0.698396325339655,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Immune signaling","GBM"
"1270","GBM","IDH2",0,3,1,0,1,0.249823238274806,1,0.749469714824418,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.125245911782182,"grey","grey",145,"Metabolism","GBM"
"1271","GBM","INPPL1",0,2,1,0,0.979330282185994,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"PI3K signaling","GBM"
"1272","GBM","JAK2",1,0,1,1,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1273","GBM","JAK3",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1274","GBM","KEAP1",5,0,1,0.551985417282491,0,0.0623527506614081,1,0.427561718821084,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.369001185710697,"grey","grey",145,"Other signaling","GBM"
"1275","GBM","KLF5",4,0,1,0.379782718968846,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Transcription factor","GBM"
"1276","GBM","LATS1",1,0,1,0.823139958552872,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1277","GBM","LATS2",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1278","GBM","MAPK1",3,0,1,0.973374669462934,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"PI3K signaling","GBM"
"1279","GBM","MAX",2,0,1,0.135379285703189,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Transcription factor","GBM"
"1280","GBM","MEN1",1,0,1,0.33573765067384,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Chromatin histone modifiers","GBM"
"1281","GBM","MGMT",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1282","GBM","MSH2",1,0,1,0.502395123856851,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,NA,"GBM"
"1283","GBM","MYCN",0,1,1,0,0.987172042443119,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Transcription factor","GBM"
"1284","GBM","NPM1",0,1,1,0,0.996067433610286,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Chromatin other","GBM"
"1285","GBM","NRAS",0,11,1,0,0.970000396670237,0.000963957421197915,1,0.0158534901357691,0,1,"""sig4""^""HI""","""sig4""^""HI""",0,1.79987511326654,"grey","black",145,"MAPK signaling","GBM"
"1286","GBM","PDS5B",1,0,1,0.797460110713123,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Genome integrity","GBM"
"1287","GBM","PIM1",0,1,1,0,0.835011441647597,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1288","GBM","PLCB4",1,0,1,0.80238586639038,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1289","GBM","PLCG1",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RTK signaling","GBM"
"1290","GBM","PPP2R1A",3,0,1,0.839671024997496,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"PI3K signaling","GBM"
"1291","GBM","PSIP1",2,0,1,0.203500077114729,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Transcription factor","GBM"
"1292","GBM","PTMA",0,2,1,0,0.91324200913242,0.49988215884987,1,0.95977374499175,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.0178311345465048,"grey","grey",145,"Immune signaling","GBM"
"1293","GBM","PTPDC1",1,0,1,0.267222932538281,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"Other signaling","GBM"
"1294","GBM","RET",0,1,1,0,1,1,1,1,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0,"grey","grey",145,"RTK signaling","GBM"
"1295","GBM","RHOA",4,0,1,0.364353357199943,0,0.124823259114434,1,0.544683312499348,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.263855930033397,"grey","grey",145,"Other signaling","GBM"
"1296","GBM","RPS6KA3",1,0,1,1,0,1,1,1,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,0,"grey","grey",145,"MAPK signaling","GBM"
"1297","GBM","RUNX1",3,0,1,1,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"Transcription factor","GBM"
"1298","GBM","SF1",2,0,1,0.584163074022206,0,0.49988215884987,1,0.95977374499175,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.0178311345465048,"grey","grey",145,"Splicing","GBM"
"1299","GBM","SMAD4",0,6,1,0,1,0.0311396020642135,1,0.259947982449087,0,0,"""sig4""^""HI""","""sig4""^""HI""",0,0.585113548934879,"grey","grey",145,"TGFB signaling","GBM"
"1300","GBM","SPOP",3,0,1,0.65254791195016,0,0.249823238274806,1,0.749469714824418,0,0,"""sig3""^""HI""","""sig3""^""HI""",0,-0.125245911782182,"grey","grey",145,"Protein homeostasis/ubiquitination","GBM"
